Datum von;Datum bis;Gesamt (Netzlast) [MWh] Originalauflösungen;Residuallast [MWh] Originalauflösungen;Pumpspeicher [MWh] Originalauflösungen
04.01.2023 18:45;04.01.2023 19:00;16.334,50;3.950,00;108,25
04.01.2023 19:00;04.01.2023 19:15;16.285,00;3.900,25;173,50
04.01.2023 19:15;04.01.2023 19:30;16.063,50;3.673,50;226,25
04.01.2023 19:30;04.01.2023 19:45;15.909,75;3.509,00;248,00
04.01.2023 19:45;04.01.2023 20:00;15.748,25;3.380,50;428,75
04.01.2023 20:00;04.01.2023 20:15;15.504,75;3.172,25;384,25
04.01.2023 20:15;04.01.2023 20:30;15.220,75;2.857,00;428,25
04.01.2023 20:30;04.01.2023 20:45;14.940,00;2.622,25;614,00
04.01.2023 20:45;04.01.2023 21:00;14.697,50;2.412,75;777,75
04.01.2023 21:00;04.01.2023 21:15;14.586,25;2.262,00;824,25
04.01.2023 21:15;04.01.2023 21:30;14.404,00;2.101,75;895,75
04.01.2023 21:30;04.01.2023 21:45;14.199,75;1.871,75;1.179,25
04.01.2023 21:45;04.01.2023 22:00;14.052,25;1.766,75;1.366,00
04.01.2023 22:00;04.01.2023 22:15;13.876,75;1.907,75;997,50
04.01.2023 22:15;04.01.2023 22:30;13.752,25;1.757,00;1.137,25
04.01.2023 22:30;04.01.2023 22:45;13.589,75;1.557,25;1.342,00
04.01.2023 22:45;04.01.2023 23:00;13.365,50;1.360,25;1.604,50
04.01.2023 23:00;04.01.2023 23:15;13.132,75;1.228,00;1.320,00
04.01.2023 23:15;04.01.2023 23:30;12.976,75;1.186,50;1.482,00
04.01.2023 23:30;04.01.2023 23:45;12.829,50;1.157,50;1.659,25
04.01.2023 23:45;05.01.2023 00:00;12.496,50;912,00;1.740,50
05.01.2023 00:00;05.01.2023 00:15;11.919,25;1.008,75;1.637,75
05.01.2023 00:15;05.01.2023 00:30;11.740,50;1.224,75;1.613,50
05.01.2023 00:30;05.01.2023 00:45;11.592,50;1.354,25;1.608,00
05.01.2023 00:45;05.01.2023 01:00;11.426,25;1.380,75;1.611,00
05.01.2023 01:00;05.01.2023 01:15;11.272,50;1.240,25;1.503,00
05.01.2023 01:15;05.01.2023 01:30;11.200,25;1.119,75;1.604,00
05.01.2023 01:30;05.01.2023 01:45;11.081,00;1.038,00;1.608,25
05.01.2023 01:45;05.01.2023 02:00;11.055,25;1.111,00;1.632,25
05.01.2023 02:00;05.01.2023 02:15;11.130,75;1.316,25;1.671,25
05.01.2023 02:15;05.01.2023 02:30;11.116,00;1.317,00;1.691,50
05.01.2023 02:30;05.01.2023 02:45;11.200,25;1.234,50;1.799,75
05.01.2023 02:45;05.01.2023 03:00;11.213,00;1.271,00;1.811,25
05.01.2023 03:00;05.01.2023 03:15;11.248,25;1.435,50;1.800,50
05.01.2023 03:15;05.01.2023 03:30;11.235,00;1.415,75;1.804,00
05.01.2023 03:30;05.01.2023 03:45;11.254,75;1.391,50;1.861,75
05.01.2023 03:45;05.01.2023 04:00;11.305,75;1.480,75;1.854,50
05.01.2023 04:00;05.01.2023 04:15;11.424,00;1.470,00;1.793,50
05.01.2023 04:15;05.01.2023 04:30;11.470,25;1.314,75;1.749,75
05.01.2023 04:30;05.01.2023 04:45;11.569,50;1.281,75;1.774,75
05.01.2023 04:45;05.01.2023 05:00;11.709,25;1.320,50;1.726,75
05.01.2023 05:00;05.01.2023 05:15;11.842,50;1.158,25;1.534,25
05.01.2023 05:15;05.01.2023 05:30;11.942,75;1.180,25;1.436,25
05.01.2023 05:30;05.01.2023 05:45;12.094,50;1.391,25;1.119,25
05.01.2023 05:45;05.01.2023 06:00;12.393,00;1.677,00;950,00
05.01.2023 06:00;05.01.2023 06:15;12.823,25;2.160,50;720,75
05.01.2023 06:15;05.01.2023 06:30;13.116,50;2.338,25;457,50
05.01.2023 06:30;05.01.2023 06:45;13.421,00;2.630,25;329,25
05.01.2023 06:45;05.01.2023 07:00;13.751,25;2.993,50;218,25
05.01.2023 07:00;05.01.2023 07:15;14.415,00;3.727,00;421,00
05.01.2023 07:15;05.01.2023 07:30;14.662,25;3.948,00;331,50
05.01.2023 07:30;05.01.2023 07:45;14.906,50;4.183,00;216,25
05.01.2023 07:45;05.01.2023 08:00;15.116,25;4.502,25;129,75
05.01.2023 08:00;05.01.2023 08:15;15.380,25;4.758,25;175,25
05.01.2023 08:15;05.01.2023 08:30;15.315,00;4.882,75;33,25
05.01.2023 08:30;05.01.2023 08:45;15.324,50;5.135,75;9,25
05.01.2023 08:45;05.01.2023 09:00;15.405,00;5.421,50;7,25
05.01.2023 09:00;05.01.2023 09:15;15.495,25;5.451,75;4,75
05.01.2023 09:15;05.01.2023 09:30;15.542,00;5.601,50;4,50
05.01.2023 09:30;05.01.2023 09:45;15.522,25;5.739,75;13,00
05.01.2023 09:45;05.01.2023 10:00;15.555,00;5.862,25;7,00
05.01.2023 10:00;05.01.2023 10:15;15.590,25;6.036,25;4,00
05.01.2023 10:15;05.01.2023 10:30;15.638,50;6.053,50;4,25
05.01.2023 10:30;05.01.2023 10:45;15.599,75;6.007,75;3,25
05.01.2023 10:45;05.01.2023 11:00;15.696,75;6.098,75;4,25
05.01.2023 11:00;05.01.2023 11:15;15.829,50;6.220,75;12,00
05.01.2023 11:15;05.01.2023 11:30;15.948,25;6.321,00;34,75
05.01.2023 11:30;05.01.2023 11:45;16.085,25;6.530,00;19,25
05.01.2023 11:45;05.01.2023 12:00;16.088,50;6.640,75;17,75
05.01.2023 12:00;05.01.2023 12:15;16.097,25;6.651,75;17,50
05.01.2023 12:15;05.01.2023 12:30;16.080,75;6.768,25;10,75
05.01.2023 12:30;05.01.2023 12:45;16.058,00;6.989,75;13,75
05.01.2023 12:45;05.01.2023 13:00;16.002,00;7.131,25;7,75
05.01.2023 13:00;05.01.2023 13:15;15.855,50;7.172,00;12,50
05.01.2023 13:15;05.01.2023 13:30;15.715,75;7.372,00;15,75
05.01.2023 13:30;05.01.2023 13:45;15.545,00;7.617,75;12,75
05.01.2023 13:45;05.01.2023 14:00;15.344,25;7.745,50;5,75
05.01.2023 14:00;05.01.2023 14:15;15.238,75;7.984,00;54,25
05.01.2023 14:15;05.01.2023 14:30;15.246,75;8.321,75;59,00
05.01.2023 14:30;05.01.2023 14:45;15.246,75;8.698,75;25,00
05.01.2023 14:45;05.01.2023 15:00;15.183,75;8.973,50;23,25
05.01.2023 15:00;05.01.2023 15:15;15.161,75;9.298,00;70,75
05.01.2023 15:15;05.01.2023 15:30;15.000,50;9.466,75;60,25
05.01.2023 15:30;05.01.2023 15:45;14.913,50;9.775,75;38,50
05.01.2023 15:45;05.01.2023 16:00;14.837,25;10.021,75;32,75
05.01.2023 16:00;05.01.2023 16:15;14.883,00;10.322,00;85,00
05.01.2023 16:15;05.01.2023 16:30;14.946,25;10.630,25;45,75
05.01.2023 16:30;05.01.2023 16:45;15.074,25;10.949,25;47,75
05.01.2023 16:45;05.01.2023 17:00;15.210,25;11.215,00;22,50
05.01.2023 17:00;05.01.2023 17:15;15.412,50;11.550,75;27,75
05.01.2023 17:15;05.01.2023 17:30;15.575,50;11.769,25;9,00
05.01.2023 17:30;05.01.2023 17:45;15.630,25;11.871,50;10,00
05.01.2023 17:45;05.01.2023 18:00;15.664,00;11.974,50;20,00
05.01.2023 18:00;05.01.2023 18:15;15.606,75;12.047,50;6,00
05.01.2023 18:15;05.01.2023 18:30;15.525,00;12.075,00;7,25
05.01.2023 18:30;05.01.2023 18:45;15.455,75;12.102,50;7,00
05.01.2023 18:45;05.01.2023 19:00;15.380,50;12.074,00;5,25
05.01.2023 19:00;05.01.2023 19:15;15.199,50;11.900,25;20,00
05.01.2023 19:15;05.01.2023 19:30;15.025,25;11.731,25;15,75
05.01.2023 19:30;05.01.2023 19:45;14.856,25;11.585,50;12,00
05.01.2023 19:45;05.01.2023 20:00;14.667,75;11.400,75;11,50
05.01.2023 20:00;05.01.2023 20:15;14.467,75;11.190,75;21,00
05.01.2023 20:15;05.01.2023 20:30;14.261,50;11.066,50;14,75
05.01.2023 20:30;05.01.2023 20:45;13.978,25;10.837,00;1,25
05.01.2023 20:45;05.01.2023 21:00;13.743,75;10.582,25;12,75
05.01.2023 21:00;05.01.2023 21:15;13.504,50;10.299,75;29,50
05.01.2023 21:15;05.01.2023 21:30;13.288,50;10.082,75;14,75
05.01.2023 21:30;05.01.2023 21:45;13.108,50;9.830,25;16,50
05.01.2023 21:45;05.01.2023 22:00;12.887,25;9.523,00;42,25
05.01.2023 22:00;05.01.2023 22:15;12.796,00;9.319,75;53,25
05.01.2023 22:15;05.01.2023 22:30;12.604,25;9.103,50;59,50
05.01.2023 22:30;05.01.2023 22:45;12.403,00;8.847,75;62,50
05.01.2023 22:45;05.01.2023 23:00;12.171,00;8.551,75;197,50
05.01.2023 23:00;05.01.2023 23:15;11.843,75;8.161,50;136,50
05.01.2023 23:15;05.01.2023 23:30;11.679,75;7.965,25;212,00
05.01.2023 23:30;05.01.2023 23:45;11.606,75;7.839,75;434,75
05.01.2023 23:45;06.01.2023 00:00;11.457,00;7.622,00;728,00
06.01.2023 00:00;06.01.2023 00:15;11.219,50;7.245,50;198,75
06.01.2023 00:15;06.01.2023 00:30;11.060,00;6.968,75;240,75
06.01.2023 00:30;06.01.2023 00:45;10.896,25;6.689,75;282,50
06.01.2023 00:45;06.01.2023 01:00;10.786,25;6.458,75;394,75
06.01.2023 01:00;06.01.2023 01:15;10.576,50;6.161,50;261,75
06.01.2023 01:15;06.01.2023 01:30;10.498,00;5.994,25;460,50
06.01.2023 01:30;06.01.2023 01:45;10.525,25;5.895,00;732,50
06.01.2023 01:45;06.01.2023 02:00;10.495,75;5.748,25;923,50
06.01.2023 02:00;06.01.2023 02:15;10.427,50;5.511,50;681,50
06.01.2023 02:15;06.01.2023 02:30;10.380,25;5.354,25;948,50
06.01.2023 02:30;06.01.2023 02:45;10.397,25;5.197,50;1.118,25
06.01.2023 02:45;06.01.2023 03:00;10.379,75;5.031,25;1.184,25
06.01.2023 03:00;06.01.2023 03:15;10.458,50;4.960,25;1.422,00
06.01.2023 03:15;06.01.2023 03:30;10.547,75;4.951,50;1.568,50
06.01.2023 03:30;06.01.2023 03:45;10.628,25;4.913,00;1.609,50
06.01.2023 03:45;06.01.2023 04:00;10.662,25;4.788,75;1.619,25
06.01.2023 04:00;06.01.2023 04:15;10.767,00;4.792,75;1.712,75
06.01.2023 04:15;06.01.2023 04:30;10.872,25;4.736,50;1.746,50
06.01.2023 04:30;06.01.2023 04:45;10.986,50;4.652,75;1.770,50
06.01.2023 04:45;06.01.2023 05:00;11.077,25;4.621,25;1.759,75
06.01.2023 05:00;06.01.2023 05:15;11.312,50;4.724,50;1.694,75
06.01.2023 05:15;06.01.2023 05:30;11.382,00;4.684,25;1.733,50
06.01.2023 05:30;06.01.2023 05:45;11.496,50;4.683,75;1.682,50
06.01.2023 05:45;06.01.2023 06:00;11.725,50;4.719,50;1.685,50
06.01.2023 06:00;06.01.2023 06:15;12.108,25;5.025,50;1.287,75
06.01.2023 06:15;06.01.2023 06:30;12.463,75;5.262,25;920,00
06.01.2023 06:30;06.01.2023 06:45;12.570,75;5.266,00;690,50
06.01.2023 06:45;06.01.2023 07:00;12.827,00;5.447,00;595,00
06.01.2023 07:00;06.01.2023 07:15;13.126,00;5.749,25;479,25
06.01.2023 07:15;06.01.2023 07:30;13.357,50;5.852,50;301,75
06.01.2023 07:30;06.01.2023 07:45;13.543,75;5.884,25;158,00
06.01.2023 07:45;06.01.2023 08:00;13.751,00;5.966,25;89,00
06.01.2023 08:00;06.01.2023 08:15;13.933,50;6.091,25;92,50
06.01.2023 08:15;06.01.2023 08:30;14.071,75;6.126,75;63,50
06.01.2023 08:30;06.01.2023 08:45;14.181,75;6.017,25;59,50
06.01.2023 08:45;06.01.2023 09:00;14.310,50;5.919,50;184,75
06.01.2023 09:00;06.01.2023 09:15;14.453,00;5.876,75;161,75
06.01.2023 09:15;06.01.2023 09:30;14.479,75;5.788,75;205,00
06.01.2023 09:30;06.01.2023 09:45;14.573,75;5.707,25;224,25
06.01.2023 09:45;06.01.2023 10:00;14.682,50;5.577,50;243,00
06.01.2023 10:00;06.01.2023 10:15;14.829,25;5.394,50;277,50
06.01.2023 10:15;06.01.2023 10:30;14.982,00;5.443,75;295,00
06.01.2023 10:30;06.01.2023 10:45;15.066,75;5.483,50;315,25
06.01.2023 10:45;06.01.2023 11:00;15.092,00;5.427,00;391,50
06.01.2023 11:00;06.01.2023 11:15;15.276,75;5.350,25;339,50
06.01.2023 11:15;06.01.2023 11:30;15.346,50;5.315,75;322,25
06.01.2023 11:30;06.01.2023 11:45;15.353,25;5.202,25;299,75
06.01.2023 11:45;06.01.2023 12:00;15.321,50;5.010,50;319,50
06.01.2023 12:00;06.01.2023 12:15;15.386,00;5.171,50;249,00
06.01.2023 12:15;06.01.2023 12:30;15.336,25;5.145,00;227,50
06.01.2023 12:30;06.01.2023 12:45;15.316,25;5.026,50;323,75
06.01.2023 12:45;06.01.2023 13:00;15.146,75;4.806,00;409,00
06.01.2023 13:00;06.01.2023 13:15;15.077,00;4.758,75;476,75
06.01.2023 13:15;06.01.2023 13:30;14.969,00;4.762,25;525,50
06.01.2023 13:30;06.01.2023 13:45;14.845,25;4.818,00;429,00
06.01.2023 13:45;06.01.2023 14:00;14.662,50;4.977,75;404,50
06.01.2023 14:00;06.01.2023 14:15;14.687,00;5.379,50;508,00
06.01.2023 14:15;06.01.2023 14:30;14.635,75;5.633,25;317,00
06.01.2023 14:30;06.01.2023 14:45;14.589,25;5.847,50;275,00
06.01.2023 14:45;06.01.2023 15:00;14.516,25;6.133,25;131,00
06.01.2023 15:00;06.01.2023 15:15;14.429,25;6.342,75;236,50
06.01.2023 15:15;06.01.2023 15:30;14.346,00;6.588,75;81,75
06.01.2023 15:30;06.01.2023 15:45;14.310,00;6.872,25;115,50
06.01.2023 15:45;06.01.2023 16:00;14.276,25;7.126,25;100,00
06.01.2023 16:00;06.01.2023 16:15;14.390,50;7.361,50;64,25
06.01.2023 16:15;06.01.2023 16:30;14.443,00;7.660,25;13,75
06.01.2023 16:30;06.01.2023 16:45;14.522,75;7.892,50;24,25
06.01.2023 16:45;06.01.2023 17:00;14.613,25;8.144,00;18,25
06.01.2023 17:00;06.01.2023 17:15;14.834,00;8.418,75;4,00
06.01.2023 17:15;06.01.2023 17:30;14.954,75;8.508,75;8,50
06.01.2023 17:30;06.01.2023 17:45;15.068,75;8.636,50;8,50
06.01.2023 17:45;06.01.2023 18:00;15.052,00;8.646,00;15,50
06.01.2023 18:00;06.01.2023 18:15;15.224,00;8.697,75;1,25
06.01.2023 18:15;06.01.2023 18:30;15.160,00;8.704,75;1,00
06.01.2023 18:30;06.01.2023 18:45;15.156,75;8.797,50;14,75
06.01.2023 18:45;06.01.2023 19:00;14.986,25;8.634,75;19,00
06.01.2023 19:00;06.01.2023 19:15;14.844,25;8.527,50;19,75
06.01.2023 19:15;06.01.2023 19:30;14.620,75;8.414,50;20,75
06.01.2023 19:30;06.01.2023 19:45;14.443,75;8.331,50;20,75
06.01.2023 19:45;06.01.2023 20:00;14.200,25;8.149,00;9,00
06.01.2023 20:00;06.01.2023 20:15;13.940,25;7.835,50;97,75
06.01.2023 20:15;06.01.2023 20:30;13.755,00;7.652,75;148,75
06.01.2023 20:30;06.01.2023 20:45;13.593,75;7.578,25;196,50
06.01.2023 20:45;06.01.2023 21:00;13.432,00;7.409,25;231,00
06.01.2023 21:00;06.01.2023 21:15;13.344,00;7.327,75;94,00
06.01.2023 21:15;06.01.2023 21:30;13.184,75;7.158,25;117,00
06.01.2023 21:30;06.01.2023 21:45;13.104,25;7.195,75;99,75
06.01.2023 21:45;06.01.2023 22:00;12.773,50;6.984,25;121,00
06.01.2023 22:00;06.01.2023 22:15;12.819,75;7.119,50;60,00
06.01.2023 22:15;06.01.2023 22:30;12.600,25;6.956,50;92,75
06.01.2023 22:30;06.01.2023 22:45;12.436,75;6.895,25;65,75
06.01.2023 22:45;06.01.2023 23:00;12.270,00;6.870,75;99,00
06.01.2023 23:00;06.01.2023 23:15;12.002,75;6.652,00;277,00
06.01.2023 23:15;06.01.2023 23:30;11.775,50;6.494,25;302,00
06.01.2023 23:30;06.01.2023 23:45;11.537,25;6.352,00;349,00
06.01.2023 23:45;07.01.2023 00:00;11.308,75;6.263,75;453,75
07.01.2023 00:00;07.01.2023 00:15;11.064,75;6.169,75;197,25
07.01.2023 00:15;07.01.2023 00:30;10.865,75;6.035,00;186,25
07.01.2023 00:30;07.01.2023 00:45;10.705,50;5.930,50;262,75
07.01.2023 00:45;07.01.2023 01:00;10.565,00;5.861,50;311,50
07.01.2023 01:00;07.01.2023 01:15;10.380,75;5.760,75;304,00
07.01.2023 01:15;07.01.2023 01:30;10.381,25;5.730,50;428,00
07.01.2023 01:30;07.01.2023 01:45;10.254,25;5.569,00;418,75
07.01.2023 01:45;07.01.2023 02:00;10.169,00;5.427,00;534,00
07.01.2023 02:00;07.01.2023 02:15;10.089,25;5.305,50;539,75
07.01.2023 02:15;07.01.2023 02:30;10.039,25;5.206,50;739,75
07.01.2023 02:30;07.01.2023 02:45;10.002,50;5.127,00;771,50
07.01.2023 02:45;07.01.2023 03:00;10.031,25;5.127,00;772,25
07.01.2023 03:00;07.01.2023 03:15;9.967,00;4.978,25;895,75
07.01.2023 03:15;07.01.2023 03:30;9.959,25;4.910,25;1.005,25
07.01.2023 03:30;07.01.2023 03:45;9.942,75;4.815,25;1.091,00
07.01.2023 03:45;07.01.2023 04:00;9.909,25;4.758,25;1.156,25
07.01.2023 04:00;07.01.2023 04:15;9.944,25;4.773,25;1.235,50
07.01.2023 04:15;07.01.2023 04:30;10.019,50;4.825,25;1.212,75
07.01.2023 04:30;07.01.2023 04:45;10.065,25;4.866,00;1.168,00
07.01.2023 04:45;07.01.2023 05:00;10.091,75;4.868,00;1.157,50
07.01.2023 05:00;07.01.2023 05:15;10.196,75;4.916,25;1.153,50
07.01.2023 05:15;07.01.2023 05:30;10.199,25;4.947,50;1.137,25
07.01.2023 05:30;07.01.2023 05:45;10.229,50;4.980,00;1.173,25
07.01.2023 05:45;07.01.2023 06:00;10.276,25;4.983,50;1.117,75
07.01.2023 06:00;07.01.2023 06:15;10.349,25;5.036,50;910,00
07.01.2023 06:15;07.01.2023 06:30;10.359,75;5.035,00;793,75
07.01.2023 06:30;07.01.2023 06:45;10.437,50;5.103,50;668,50
07.01.2023 06:45;07.01.2023 07:00;10.574,00;5.174,25;631,50
07.01.2023 07:00;07.01.2023 07:15;10.856,00;5.408,25;416,25
07.01.2023 07:15;07.01.2023 07:30;11.030,50;5.553,25;255,75
07.01.2023 07:30;07.01.2023 07:45;11.210,50;5.723,25;178,50
07.01.2023 07:45;07.01.2023 08:00;11.402,25;5.857,00;111,75
07.01.2023 08:00;07.01.2023 08:15;11.565,25;5.976,50;134,00
07.01.2023 08:15;07.01.2023 08:30;11.771,00;6.211,75;72,25
07.01.2023 08:30;07.01.2023 08:45;11.932,25;6.339,00;100,25
07.01.2023 08:45;07.01.2023 09:00;12.101,50;6.412,75;86,75
07.01.2023 09:00;07.01.2023 09:15;12.341,00;6.571,75;67,50
07.01.2023 09:15;07.01.2023 09:30;12.519,75;6.633,75;74,00
07.01.2023 09:30;07.01.2023 09:45;12.619,50;6.600,75;171,50
07.01.2023 09:45;07.01.2023 10:00;12.750,50;6.586,75;184,50
07.01.2023 10:00;07.01.2023 10:15;12.915,50;6.613,50;59,00
07.01.2023 10:15;07.01.2023 10:30;12.940,50;6.457,50;57,00
07.01.2023 10:30;07.01.2023 10:45;12.986,50;6.334,50;98,75
07.01.2023 10:45;07.01.2023 11:00;13.071,50;6.221,00;154,50
07.01.2023 11:00;07.01.2023 11:15;13.258,00;6.177,75;218,50
07.01.2023 11:15;07.01.2023 11:30;13.423,00;6.201,00;208,75
07.01.2023 11:30;07.01.2023 11:45;13.484,25;6.138,25;228,75
07.01.2023 11:45;07.01.2023 12:00;13.474,00;5.988,25;261,00
07.01.2023 12:00;07.01.2023 12:15;13.473,75;5.875,50;187,75
07.01.2023 12:15;07.01.2023 12:30;13.398,50;5.742,75;210,25
07.01.2023 12:30;07.01.2023 12:45;13.483,50;5.763,50;327,25
07.01.2023 12:45;07.01.2023 13:00;13.338,00;5.632,25;403,25
07.01.2023 13:00;07.01.2023 13:15;13.320,00;5.687,00;222,75
07.01.2023 13:15;07.01.2023 13:30;13.188,50;5.640,25;214,25
07.01.2023 13:30;07.01.2023 13:45;13.071,75;5.624,25;211,50
07.01.2023 13:45;07.01.2023 14:00;12.731,75;5.388,25;126,00
07.01.2023 14:00;07.01.2023 14:15;12.557,50;5.367,00;140,00
07.01.2023 14:15;07.01.2023 14:30;12.603,25;5.628,50;125,00
07.01.2023 14:30;07.01.2023 14:45;12.554,25;5.703,25;71,50
07.01.2023 14:45;07.01.2023 15:00;12.564,75;5.899,00;47,50
07.01.2023 15:00;07.01.2023 15:15;12.629,00;6.198,75;40,00
07.01.2023 15:15;07.01.2023 15:30;12.610,50;6.408,00;40,25
07.01.2023 15:30;07.01.2023 15:45;12.696,50;6.581,50;38,00
07.01.2023 15:45;07.01.2023 16:00;12.722,50;6.680,50;5,50
07.01.2023 16:00;07.01.2023 16:15;12.845,25;6.795,75;4,75
07.01.2023 16:15;07.01.2023 16:30;12.897,75;6.752,25;4,50
07.01.2023 16:30;07.01.2023 16:45;13.113,50;6.842,25;4,00
07.01.2023 16:45;07.01.2023 17:00;13.292,75;6.815,00;23,00
07.01.2023 17:00;07.01.2023 17:15;13.684,00;7.030,00;3,50
07.01.2023 17:15;07.01.2023 17:30;13.754,75;6.852,50;29,00
07.01.2023 17:30;07.01.2023 17:45;13.928,75;6.765,50;29,25
07.01.2023 17:45;07.01.2023 18:00;14.003,50;6.594,00;25,25
07.01.2023 18:00;07.01.2023 18:15;14.094,00;6.539,50;24,75
07.01.2023 18:15;07.01.2023 18:30;14.035,75;6.309,00;14,25
07.01.2023 18:30;07.01.2023 18:45;14.051,50;6.187,25;91,50
07.01.2023 18:45;07.01.2023 19:00;13.929,00;5.933,75;34,75
07.01.2023 19:00;07.01.2023 19:15;13.768,25;5.734,75;53,00
07.01.2023 19:15;07.01.2023 19:30;13.687,25;5.551,00;18,50
07.01.2023 19:30;07.01.2023 19:45;13.614,75;5.432,25;13,75
07.01.2023 19:45;07.01.2023 20:00;13.465,75;5.205,00;54,25
07.01.2023 20:00;07.01.2023 20:15;13.203,25;4.878,25;17,00
07.01.2023 20:15;07.01.2023 20:30;13.036,50;4.689,00;95,00
07.01.2023 20:30;07.01.2023 20:45;12.837,75;4.463,75;163,00
07.01.2023 20:45;07.01.2023 21:00;12.666,00;4.262,50;362,00
07.01.2023 21:00;07.01.2023 21:15;12.539,50;4.105,00;203,50
07.01.2023 21:15;07.01.2023 21:30;12.398,50;3.969,00;374,00
07.01.2023 21:30;07.01.2023 21:45;12.307,25;3.928,50;440,25
07.01.2023 21:45;07.01.2023 22:00;12.248,50;3.955,50;557,00
07.01.2023 22:00;07.01.2023 22:15;12.246,75;4.098,00;267,75
07.01.2023 22:15;07.01.2023 22:30;12.073,25;3.881,25;419,75
07.01.2023 22:30;07.01.2023 22:45;11.869,50;3.668,00;514,25
07.01.2023 22:45;07.01.2023 23:00;11.695,00;3.497,25;655,50
07.01.2023 23:00;07.01.2023 23:15;11.486,50;3.274,00;696,75
07.01.2023 23:15;07.01.2023 23:30;11.253,25;3.041,50;891,75
07.01.2023 23:30;07.01.2023 23:45;11.069,00;2.866,75;993,50
07.01.2023 23:45;08.01.2023 00:00;10.948,50;2.713,25;1.204,50
08.01.2023 00:00;08.01.2023 00:15;10.777,00;2.624,25;1.392,50
08.01.2023 00:15;08.01.2023 00:30;10.673,00;2.460,25;1.393,75
08.01.2023 00:30;08.01.2023 00:45;10.588,00;2.441,25;1.619,75
08.01.2023 00:45;08.01.2023 01:00;10.471,00;2.445,25;1.662,75
08.01.2023 01:00;08.01.2023 01:15;10.337,00;2.322,75;1.618,25
08.01.2023 01:15;08.01.2023 01:30;10.185,25;2.195,00;1.641,75
08.01.2023 01:30;08.01.2023 01:45;10.128,00;2.255,75;1.641,25
08.01.2023 01:45;08.01.2023 02:00;10.058,25;2.253,50;1.684,50
08.01.2023 02:00;08.01.2023 02:15;10.009,50;2.230,75;1.618,25
08.01.2023 02:15;08.01.2023 02:30;9.944,50;2.281,00;1.576,50
08.01.2023 02:30;08.01.2023 02:45;9.926,50;2.377,75;1.595,50
08.01.2023 02:45;08.01.2023 03:00;9.949,25;2.523,75;1.600,75
08.01.2023 03:00;08.01.2023 03:15;10.000,25;2.701,00;1.669,25
08.01.2023 03:15;08.01.2023 03:30;10.015,25;2.803,50;1.672,25
08.01.2023 03:30;08.01.2023 03:45;10.001,25;2.853,75;1.646,50
08.01.2023 03:45;08.01.2023 04:00;10.042,75;2.922,25;1.670,50
08.01.2023 04:00;08.01.2023 04:15;10.013,25;3.004,25;1.713,50
08.01.2023 04:15;08.01.2023 04:30;9.985,50;2.963,50;1.720,50
08.01.2023 04:30;08.01.2023 04:45;10.051,25;2.966,25;1.732,75
08.01.2023 04:45;08.01.2023 05:00;10.097,00;3.099,50;1.667,75
08.01.2023 05:00;08.01.2023 05:15;10.029,75;3.078,00;1.700,25
08.01.2023 05:15;08.01.2023 05:30;10.022,50;3.148,50;1.689,50
08.01.2023 05:30;08.01.2023 05:45;9.988,00;3.213,75;1.673,75
08.01.2023 05:45;08.01.2023 06:00;9.979,75;3.275,25;1.647,75
08.01.2023 06:00;08.01.2023 06:15;9.924,50;3.333,50;1.567,50
08.01.2023 06:15;08.01.2023 06:30;9.917,75;3.390,25;1.408,75
08.01.2023 06:30;08.01.2023 06:45;10.019,00;3.490,75;1.329,00
08.01.2023 06:45;08.01.2023 07:00;10.057,50;3.515,50;1.183,25
08.01.2023 07:00;08.01.2023 07:15;10.089,25;3.525,25;1.152,25
08.01.2023 07:15;08.01.2023 07:30;10.201,25;3.718,25;913,25
08.01.2023 07:30;08.01.2023 07:45;10.324,25;3.848,75;792,75
08.01.2023 07:45;08.01.2023 08:00;10.428,25;3.910,25;695,00
08.01.2023 08:00;08.01.2023 08:15;10.630,25;4.114,00;845,25
08.01.2023 08:15;08.01.2023 08:30;10.826,75;4.306,25;757,50
08.01.2023 08:30;08.01.2023 08:45;11.008,75;4.407,00;618,75
08.01.2023 08:45;08.01.2023 09:00;11.239,00;4.557,50;517,75
08.01.2023 09:00;08.01.2023 09:15;11.509,00;4.682,00;308,00
08.01.2023 09:15;08.01.2023 09:30;11.693,00;4.797,00;248,50
08.01.2023 09:30;08.01.2023 09:45;11.898,75;5.000,00;243,25
08.01.2023 09:45;08.01.2023 10:00;12.035,75;5.111,25;244,25
08.01.2023 10:00;08.01.2023 10:15;12.156,50;5.169,50;159,75
08.01.2023 10:15;08.01.2023 10:30;12.296,50;5.320,75;129,00
08.01.2023 10:30;08.01.2023 10:45;12.419,50;5.400,25;125,50
08.01.2023 10:45;08.01.2023 11:00;12.594,00;5.489,00;101,50
08.01.2023 11:00;08.01.2023 11:15;12.848,75;5.643,25;58,75
08.01.2023 11:15;08.01.2023 11:30;12.973,75;5.707,50;81,25
08.01.2023 11:30;08.01.2023 11:45;13.096,25;5.864,75;70,75
08.01.2023 11:45;08.01.2023 12:00;13.117,00;5.887,00;111,50
08.01.2023 12:00;08.01.2023 12:15;13.023,75;5.752,75;106,75
08.01.2023 12:15;08.01.2023 12:30;12.960,00;5.666,75;135,75
08.01.2023 12:30;08.01.2023 12:45;12.954,75;5.713,50;119,75
08.01.2023 12:45;08.01.2023 13:00;12.833,50;5.639,00;206,75
