Datum von;Datum bis;Gesamt (Netzlast) [MWh] Originalauflösungen;Residuallast [MWh] Originalauflösungen;Pumpspeicher [MWh] Originalauflösungen
06.12.2023 18:00;06.12.2023 18:15;17.733,00;15.583,75;2,25
06.12.2023 18:15;06.12.2023 18:30;17.653,75;15.529,75;2,50
06.12.2023 18:30;06.12.2023 18:45;17.596,00;15.519,50;2,50
06.12.2023 18:45;06.12.2023 19:00;17.569,25;15.511,75;2,50
06.12.2023 19:00;06.12.2023 19:15;17.445,25;15.410,75;1,75
06.12.2023 19:15;06.12.2023 19:30;17.292,75;15.292,25;2,50
06.12.2023 19:30;06.12.2023 19:45;17.147,25;15.212,75;1,75
06.12.2023 19:45;06.12.2023 20:00;16.960,00;15.083,75;2,50
06.12.2023 20:00;06.12.2023 20:15;16.569,00;14.713,50;5,75
06.12.2023 20:15;06.12.2023 20:30;16.243,25;14.433,25;43,50
06.12.2023 20:30;06.12.2023 20:45;16.081,75;14.280,50;105,50
06.12.2023 20:45;06.12.2023 21:00;15.882,25;14.142,25;184,00
06.12.2023 21:00;06.12.2023 21:15;15.650,25;13.956,25;53,75
06.12.2023 21:15;06.12.2023 21:30;15.509,75;13.855,00;91,25
06.12.2023 21:30;06.12.2023 21:45;15.298,00;13.679,50;146,00
06.12.2023 21:45;06.12.2023 22:00;15.075,50;13.505,00;257,75
06.12.2023 22:00;06.12.2023 22:15;14.908,25;13.388,50;76,50
06.12.2023 22:15;06.12.2023 22:30;14.709,00;13.231,75;102,75
06.12.2023 22:30;06.12.2023 22:45;14.490,00;13.039,75;192,00
06.12.2023 22:45;06.12.2023 23:00;14.241,50;12.831,50;361,25
06.12.2023 23:00;06.12.2023 23:15;13.966,25;12.594,75;557,75
06.12.2023 23:15;06.12.2023 23:30;13.807,00;12.463,25;697,25
06.12.2023 23:30;06.12.2023 23:45;13.797,75;12.486,50;956,50
06.12.2023 23:45;07.12.2023 00:00;13.694,50;12.427,25;1.035,25
07.12.2023 00:00;07.12.2023 00:15;13.491,25;12.234,25;764,25
07.12.2023 00:15;07.12.2023 00:30;13.316,00;12.062,00;864,00
07.12.2023 00:30;07.12.2023 00:45;13.120,75;11.862,25;979,00
07.12.2023 00:45;07.12.2023 01:00;12.998,25;11.755,75;1.023,50
07.12.2023 01:00;07.12.2023 01:15;12.838,75;11.621,25;967,75
07.12.2023 01:15;07.12.2023 01:30;12.701,50;11.507,75;1.042,50
07.12.2023 01:30;07.12.2023 01:45;12.665,25;11.511,75;1.128,50
07.12.2023 01:45;07.12.2023 02:00;12.667,75;11.516,50;1.160,25
07.12.2023 02:00;07.12.2023 02:15;12.488,50;11.363,00;1.190,75
07.12.2023 02:15;07.12.2023 02:30;12.432,25;11.328,25;1.268,50
07.12.2023 02:30;07.12.2023 02:45;12.458,50;11.384,25;1.292,75
07.12.2023 02:45;07.12.2023 03:00;12.476,25;11.424,50;1.291,75
07.12.2023 03:00;07.12.2023 03:15;12.541,25;11.508,75;1.306,75
07.12.2023 03:15;07.12.2023 03:30;12.481,25;11.470,00;1.316,75
07.12.2023 03:30;07.12.2023 03:45;12.541,00;11.562,75;1.294,25
07.12.2023 03:45;07.12.2023 04:00;12.578,00;11.627,50;1.274,50
07.12.2023 04:00;07.12.2023 04:15;12.767,25;11.861,50;1.249,75
07.12.2023 04:15;07.12.2023 04:30;12.798,50;11.928,00;1.246,75
07.12.2023 04:30;07.12.2023 04:45;12.940,50;12.107,75;1.199,50
07.12.2023 04:45;07.12.2023 05:00;13.077,75;12.295,75;1.110,75
07.12.2023 05:00;07.12.2023 05:15;13.397,00;12.660,25;1.145,00
07.12.2023 05:15;07.12.2023 05:30;13.463,00;12.765,50;1.030,25
07.12.2023 05:30;07.12.2023 05:45;13.604,00;12.958,00;796,00
07.12.2023 05:45;07.12.2023 06:00;13.927,50;13.315,50;591,50
07.12.2023 06:00;07.12.2023 06:15;14.615,75;14.031,00;255,75
07.12.2023 06:15;07.12.2023 06:30;15.082,75;14.525,50;94,75
07.12.2023 06:30;07.12.2023 06:45;15.559,00;15.018,50;69,00
07.12.2023 06:45;07.12.2023 07:00;15.933,50;15.407,00;67,25
07.12.2023 07:00;07.12.2023 07:15;16.353,25;15.851,00;7,50
07.12.2023 07:15;07.12.2023 07:30;16.618,00;16.117,75;2,00
07.12.2023 07:30;07.12.2023 07:45;16.903,25;16.397,75;1,00
07.12.2023 07:45;07.12.2023 08:00;17.007,75;16.488,00;1,50
07.12.2023 08:00;07.12.2023 08:15;17.174,00;16.636,25;1,25
07.12.2023 08:15;07.12.2023 08:30;17.375,75;16.784,00;1,75
07.12.2023 08:30;07.12.2023 08:45;17.440,25;16.741,00;1,75
07.12.2023 08:45;07.12.2023 09:00;17.449,75;16.625,75;2,00
07.12.2023 09:00;07.12.2023 09:15;17.414,00;16.470,25;2,25
07.12.2023 09:15;07.12.2023 09:30;17.511,25;16.440,75;2,00
07.12.2023 09:30;07.12.2023 09:45;17.542,50;16.340,50;2,00
07.12.2023 09:45;07.12.2023 10:00;17.575,25;16.248,75;2,25
07.12.2023 10:00;07.12.2023 10:15;17.499,50;16.044,50;3,50
07.12.2023 10:15;07.12.2023 10:30;17.614,50;16.037,25;8,00
07.12.2023 10:30;07.12.2023 10:45;17.622,50;15.918,00;4,25
07.12.2023 10:45;07.12.2023 11:00;17.573,50;15.754,00;4,25
07.12.2023 11:00;07.12.2023 11:15;17.538,50;15.598,00;3,50
07.12.2023 11:15;07.12.2023 11:30;17.558,75;15.518,75;4,00
07.12.2023 11:30;07.12.2023 11:45;17.527,00;15.403,50;7,25
07.12.2023 11:45;07.12.2023 12:00;17.489,00;15.286,50;3,50
07.12.2023 12:00;07.12.2023 12:15;17.458,00;15.197,00;3,50
07.12.2023 12:15;07.12.2023 12:30;17.393,75;15.104,25;4,50
07.12.2023 12:30;07.12.2023 12:45;17.381,00;15.073,50;8,25
07.12.2023 12:45;07.12.2023 13:00;17.392,25;15.090,00;18,75
07.12.2023 13:00;07.12.2023 13:15;17.367,25;15.104,00;16,00
07.12.2023 13:15;07.12.2023 13:30;17.353,75;15.158,75;11,25
07.12.2023 13:30;07.12.2023 13:45;17.256,75;15.127,00;22,75
07.12.2023 13:45;07.12.2023 14:00;17.103,50;15.097,00;31,75
07.12.2023 14:00;07.12.2023 14:15;17.027,00;15.150,00;10,00
07.12.2023 14:15;07.12.2023 14:30;17.025,50;15.267,75;8,00
07.12.2023 14:30;07.12.2023 14:45;16.979,25;15.346,75;5,50
07.12.2023 14:45;07.12.2023 15:00;16.963,75;15.474,25;11,25
07.12.2023 15:00;07.12.2023 15:15;17.055,50;15.733,75;7,25
07.12.2023 15:15;07.12.2023 15:30;16.898,75;15.675,00;4,75
07.12.2023 15:30;07.12.2023 15:45;16.964,00;15.782,50;3,00
07.12.2023 15:45;07.12.2023 16:00;16.973,50;15.783,00;3,00
07.12.2023 16:00;07.12.2023 16:15;16.973,00;15.732,00;3,50
07.12.2023 16:15;07.12.2023 16:30;17.138,50;15.808,25;1,50
07.12.2023 16:30;07.12.2023 16:45;17.407,50;15.971,75;1,25
07.12.2023 16:45;07.12.2023 17:00;17.548,25;15.967,00;1,00
07.12.2023 17:00;07.12.2023 17:15;17.639,75;15.882,00;0,75
07.12.2023 17:15;07.12.2023 17:30;17.642,00;15.721,00;1,00
07.12.2023 17:30;07.12.2023 17:45;17.652,00;15.550,75;1,75
07.12.2023 17:45;07.12.2023 18:00;17.630,25;15.339,75;3,00
07.12.2023 18:00;07.12.2023 18:15;17.552,00;15.040,25;6,50
07.12.2023 18:15;07.12.2023 18:30;17.513,00;14.799,25;67,00
07.12.2023 18:30;07.12.2023 18:45;17.531,25;14.671,50;56,25
07.12.2023 18:45;07.12.2023 19:00;17.537,75;14.522,25;130,00
07.12.2023 19:00;07.12.2023 19:15;17.464,00;14.262,00;13,50
07.12.2023 19:15;07.12.2023 19:30;17.315,50;13.938,00;56,50
07.12.2023 19:30;07.12.2023 19:45;17.282,75;13.803,00;120,50
07.12.2023 19:45;07.12.2023 20:00;17.081,25;13.509,50;212,00
07.12.2023 20:00;07.12.2023 20:15;16.796,25;13.132,25;11,50
07.12.2023 20:15;07.12.2023 20:30;16.508,75;12.698,25;7,75
07.12.2023 20:30;07.12.2023 20:45;16.270,50;12.271,00;117,50
07.12.2023 20:45;07.12.2023 21:00;16.098,25;11.984,75;140,25
07.12.2023 21:00;07.12.2023 21:15;15.819,00;11.596,25;61,50
07.12.2023 21:15;07.12.2023 21:30;15.697,25;11.343,50;86,00
07.12.2023 21:30;07.12.2023 21:45;15.441,75;10.952,00;272,00
07.12.2023 21:45;07.12.2023 22:00;15.130,50;10.471,75;341,50
07.12.2023 22:00;07.12.2023 22:15;14.970,75;10.277,25;164,50
07.12.2023 22:15;07.12.2023 22:30;14.759,00;9.995,50;190,00
07.12.2023 22:30;07.12.2023 22:45;14.635,00;9.823,75;349,25
07.12.2023 22:45;07.12.2023 23:00;14.390,25;9.522,75;430,25
07.12.2023 23:00;07.12.2023 23:15;14.100,75;9.165,50;515,50
07.12.2023 23:15;07.12.2023 23:30;13.845,75;8.805,50;644,25
07.12.2023 23:30;07.12.2023 23:45;13.646,25;8.553,25;704,25
07.12.2023 23:45;08.12.2023 00:00;13.496,75;8.310,75;857,25
08.12.2023 00:00;08.12.2023 00:15;12.856,50;7.600,50;448,00
08.12.2023 00:15;08.12.2023 00:30;12.728,50;7.440,75;499,25
08.12.2023 00:30;08.12.2023 00:45;12.714,00;7.426,75;639,50
08.12.2023 00:45;08.12.2023 01:00;12.657,75;7.351,75;758,25
08.12.2023 01:00;08.12.2023 01:15;12.549,50;7.224,50;655,25
08.12.2023 01:15;08.12.2023 01:30;12.533,75;7.155,75;834,00
08.12.2023 01:30;08.12.2023 01:45;12.540,50;7.120,25;907,25
08.12.2023 01:45;08.12.2023 02:00;12.519,75;7.055,50;940,50
08.12.2023 02:00;08.12.2023 02:15;12.574,00;7.082,00;1.040,75
08.12.2023 02:15;08.12.2023 02:30;12.424,50;6.854,50;1.112,50
08.12.2023 02:30;08.12.2023 02:45;12.451,50;6.804,00;1.183,75
08.12.2023 02:45;08.12.2023 03:00;12.399,00;6.699,00;1.252,75
08.12.2023 03:00;08.12.2023 03:15;12.462,00;6.710,75;1.230,50
08.12.2023 03:15;08.12.2023 03:30;12.480,25;6.694,00;1.275,50
08.12.2023 03:30;08.12.2023 03:45;12.506,25;6.735,75;1.303,25
08.12.2023 03:45;08.12.2023 04:00;12.487,25;6.744,50;1.306,00
08.12.2023 04:00;08.12.2023 04:15;12.533,00;6.864,25;1.270,75
08.12.2023 04:15;08.12.2023 04:30;12.617,00;6.970,50;1.222,75
08.12.2023 04:30;08.12.2023 04:45;12.706,75;7.041,75;1.168,00
08.12.2023 04:45;08.12.2023 05:00;12.808,50;7.229,75;1.116,00
08.12.2023 05:00;08.12.2023 05:15;13.069,75;7.571,75;1.015,00
08.12.2023 05:15;08.12.2023 05:30;13.215,00;7.723,25;894,50
08.12.2023 05:30;08.12.2023 05:45;13.247,50;7.775,00;636,75
08.12.2023 05:45;08.12.2023 06:00;13.555,00;8.176,75;480,00
08.12.2023 06:00;08.12.2023 06:15;14.322,75;8.950,75;447,00
08.12.2023 06:15;08.12.2023 06:30;14.986,25;9.520,75;339,00
08.12.2023 06:30;08.12.2023 06:45;15.331,50;9.867,25;196,75
08.12.2023 06:45;08.12.2023 07:00;15.705,25;10.356,25;164,25
08.12.2023 07:00;08.12.2023 07:15;16.222,25;10.939,25;102,50
08.12.2023 07:15;08.12.2023 07:30;16.562,50;11.320,75;42,00
08.12.2023 07:30;08.12.2023 07:45;16.791,25;11.567,00;23,25
08.12.2023 07:45;08.12.2023 08:00;16.983,50;11.748,00;2,00
08.12.2023 08:00;08.12.2023 08:15;17.306,75;12.042,25;20,25
08.12.2023 08:15;08.12.2023 08:30;17.506,75;12.196,50;6,00
08.12.2023 08:30;08.12.2023 08:45;17.569,00;12.198,25;6,25
08.12.2023 08:45;08.12.2023 09:00;17.657,50;12.184,00;50,75
08.12.2023 09:00;08.12.2023 09:15;17.669,75;12.124,25;6,75
08.12.2023 09:15;08.12.2023 09:30;17.744,75;12.173,50;0,50
08.12.2023 09:30;08.12.2023 09:45;17.865,25;12.301,00;0,50
08.12.2023 09:45;08.12.2023 10:00;17.854,00;12.315,50;0,75
08.12.2023 10:00;08.12.2023 10:15;17.905,25;12.420,00;217,50
08.12.2023 10:15;08.12.2023 10:30;17.946,25;12.484,50;45,50
08.12.2023 10:30;08.12.2023 10:45;17.974,00;12.637,25;39,25
08.12.2023 10:45;08.12.2023 11:00;18.013,25;12.824,00;25,00
08.12.2023 11:00;08.12.2023 11:15;17.933,75;12.951,75;1,75
08.12.2023 11:15;08.12.2023 11:30;17.936,75;13.133,50;4,00
08.12.2023 11:30;08.12.2023 11:45;17.933,75;13.276,00;1,75
08.12.2023 11:45;08.12.2023 12:00;17.891,50;13.303,25;1,50
08.12.2023 12:00;08.12.2023 12:15;17.873,50;13.353,50;3,25
08.12.2023 12:15;08.12.2023 12:30;17.859,00;13.445,75;3,00
08.12.2023 12:30;08.12.2023 12:45;17.822,00;13.544,00;2,75
08.12.2023 12:45;08.12.2023 13:00;17.790,75;13.639,50;2,75
08.12.2023 13:00;08.12.2023 13:15;17.682,25;13.690,50;3,00
08.12.2023 13:15;08.12.2023 13:30;17.632,50;13.787,75;3,00
08.12.2023 13:30;08.12.2023 13:45;17.427,00;13.795,50;6,25
08.12.2023 13:45;08.12.2023 14:00;17.214,50;13.690,00;28,25
08.12.2023 14:00;08.12.2023 14:15;17.212,00;13.782,50;6,00
08.12.2023 14:15;08.12.2023 14:30;17.201,50;13.890,75;5,50
08.12.2023 14:30;08.12.2023 14:45;17.088,25;13.879,50;4,25
08.12.2023 14:45;08.12.2023 15:00;17.032,25;13.880,25;4,75
08.12.2023 15:00;08.12.2023 15:15;17.072,50;13.980,50;5,50
08.12.2023 15:15;08.12.2023 15:30;17.053,00;14.047,25;5,25
08.12.2023 15:30;08.12.2023 15:45;16.979,00;14.028,75;5,25
08.12.2023 15:45;08.12.2023 16:00;17.006,00;14.106,00;4,00
08.12.2023 16:00;08.12.2023 16:15;17.092,50;14.222,75;15,25
08.12.2023 16:15;08.12.2023 16:30;17.135,25;14.298,75;4,00
08.12.2023 16:30;08.12.2023 16:45;17.227,00;14.440,50;2,25
08.12.2023 16:45;08.12.2023 17:00;17.298,75;14.567,25;2,00
08.12.2023 17:00;08.12.2023 17:15;17.375,50;14.710,00;2,50
08.12.2023 17:15;08.12.2023 17:30;17.362,00;14.765,25;2,75
08.12.2023 17:30;08.12.2023 17:45;17.270,75;14.704,50;3,75
08.12.2023 17:45;08.12.2023 18:00;17.146,25;14.602,00;3,75
08.12.2023 18:00;08.12.2023 18:15;17.006,75;14.470,50;3,25
08.12.2023 18:15;08.12.2023 18:30;16.911,50;14.397,00;4,25
08.12.2023 18:30;08.12.2023 18:45;16.863,25;14.370,00;42,00
08.12.2023 18:45;08.12.2023 19:00;16.764,50;14.302,75;42,75
08.12.2023 19:00;08.12.2023 19:15;16.648,00;14.227,25;3,00
08.12.2023 19:15;08.12.2023 19:30;16.408,75;13.986,75;18,75
08.12.2023 19:30;08.12.2023 19:45;16.294,50;13.857,00;62,00
08.12.2023 19:45;08.12.2023 20:00;16.146,50;13.694,25;69,00
08.12.2023 20:00;08.12.2023 20:15;15.782,50;13.333,25;44,75
08.12.2023 20:15;08.12.2023 20:30;15.537,25;13.082,25;32,50
08.12.2023 20:30;08.12.2023 20:45;15.214,75;12.760,50;49,00
08.12.2023 20:45;08.12.2023 21:00;14.988,25;12.551,50;65,75
08.12.2023 21:00;08.12.2023 21:15;14.815,75;12.372,00;49,25
08.12.2023 21:15;08.12.2023 21:30;14.580,50;12.110,75;85,50
08.12.2023 21:30;08.12.2023 21:45;14.383,25;11.859,75;97,75
08.12.2023 21:45;08.12.2023 22:00;14.155,00;11.563,25;109,50
08.12.2023 22:00;08.12.2023 22:15;14.034,75;11.397,75;70,75
08.12.2023 22:15;08.12.2023 22:30;13.851,25;11.145,25;137,50
08.12.2023 22:30;08.12.2023 22:45;13.655,25;10.887,00;156,50
08.12.2023 22:45;08.12.2023 23:00;13.463,50;10.637,50;201,25
08.12.2023 23:00;08.12.2023 23:15;13.226,50;10.306,00;42,75
08.12.2023 23:15;08.12.2023 23:30;12.992,75;10.026,25;50,00
08.12.2023 23:30;08.12.2023 23:45;12.714,75;9.640,75;91,50
08.12.2023 23:45;09.12.2023 00:00;12.543,50;9.296,25;313,25
09.12.2023 00:00;09.12.2023 00:15;12.303,50;8.950,00;93,50
09.12.2023 00:15;09.12.2023 00:30;12.082,25;8.630,25;127,25
09.12.2023 00:30;09.12.2023 00:45;11.947,50;8.329,00;117,00
09.12.2023 00:45;09.12.2023 01:00;11.810,50;8.111,25;165,00
09.12.2023 01:00;09.12.2023 01:15;11.609,25;7.931,50;105,50
09.12.2023 01:15;09.12.2023 01:30;11.488,00;7.816,25;116,50
09.12.2023 01:30;09.12.2023 01:45;11.370,50;7.626,75;128,50
09.12.2023 01:45;09.12.2023 02:00;11.278,75;7.477,50;158,25
09.12.2023 02:00;09.12.2023 02:15;11.119,50;7.276,75;56,25
09.12.2023 02:15;09.12.2023 02:30;11.105,25;7.194,50;71,50
09.12.2023 02:30;09.12.2023 02:45;11.112,25;7.116,75;95,00
09.12.2023 02:45;09.12.2023 03:00;11.041,00;6.957,50;161,25
09.12.2023 03:00;09.12.2023 03:15;11.076,25;6.890,25;173,25
09.12.2023 03:15;09.12.2023 03:30;11.060,00;6.793,50;216,75
09.12.2023 03:30;09.12.2023 03:45;10.964,75;6.702,75;276,00
09.12.2023 03:45;09.12.2023 04:00;10.986,25;6.758,25;312,25
09.12.2023 04:00;09.12.2023 04:15;10.987,75;6.809,50;280,00
09.12.2023 04:15;09.12.2023 04:30;10.937,50;6.776,75;277,75
09.12.2023 04:30;09.12.2023 04:45;10.936,75;6.736,75;291,75
09.12.2023 04:45;09.12.2023 05:00;10.998,75;6.791,25;287,50
09.12.2023 05:00;09.12.2023 05:15;11.034,00;6.823,25;231,25
09.12.2023 05:15;09.12.2023 05:30;11.041,50;6.821,00;214,25
09.12.2023 05:30;09.12.2023 05:45;11.035,00;6.762,75;220,75
09.12.2023 05:45;09.12.2023 06:00;11.072,25;6.703,75;244,00
09.12.2023 06:00;09.12.2023 06:15;11.254,25;6.764,25;336,50
09.12.2023 06:15;09.12.2023 06:30;11.352,25;6.782,75;315,50
09.12.2023 06:30;09.12.2023 06:45;11.388,50;6.721,25;222,00
09.12.2023 06:45;09.12.2023 07:00;11.628,50;6.865,25;126,50
09.12.2023 07:00;09.12.2023 07:15;11.978,00;7.109,50;362,50
09.12.2023 07:15;09.12.2023 07:30;12.202,25;7.258,00;233,50
09.12.2023 07:30;09.12.2023 07:45;12.395,25;7.401,25;89,00
09.12.2023 07:45;09.12.2023 08:00;12.589,25;7.537,50;48,00
09.12.2023 08:00;09.12.2023 08:15;12.738,75;7.623,75;67,50
09.12.2023 08:15;09.12.2023 08:30;12.941,50;7.725,50;64,50
09.12.2023 08:30;09.12.2023 08:45;13.190,50;7.827,25;14,50
09.12.2023 08:45;09.12.2023 09:00;13.360,00;7.794,25;32,50
09.12.2023 09:00;09.12.2023 09:15;13.569,25;7.832,50;49,50
09.12.2023 09:15;09.12.2023 09:30;13.732,75;7.876,75;36,75
09.12.2023 09:30;09.12.2023 09:45;13.952,50;8.018,50;56,00
09.12.2023 09:45;09.12.2023 10:00;14.109,50;8.027,00;79,25
09.12.2023 10:00;09.12.2023 10:15;14.091,75;7.847,75;19,50
09.12.2023 10:15;09.12.2023 10:30;14.128,00;7.659,00;61,25
09.12.2023 10:30;09.12.2023 10:45;14.210,25;7.510,75;191,00
09.12.2023 10:45;09.12.2023 11:00;14.297,75;7.383,50;201,00
09.12.2023 11:00;09.12.2023 11:15;14.392,75;7.371,75;126,00
09.12.2023 11:15;09.12.2023 11:30;14.482,00;7.298,75;189,00
09.12.2023 11:30;09.12.2023 11:45;14.508,50;7.233,75;216,75
09.12.2023 11:45;09.12.2023 12:00;14.596,50;7.242,50;246,75
09.12.2023 12:00;09.12.2023 12:15;14.551,00;7.125,00;56,50
09.12.2023 12:15;09.12.2023 12:30;14.510,50;7.067,25;52,25
09.12.2023 12:30;09.12.2023 12:45;14.428,00;6.971,00;63,50
09.12.2023 12:45;09.12.2023 13:00;14.372,50;6.931,75;131,00
09.12.2023 13:00;09.12.2023 13:15;14.234,75;6.780,75;97,00
09.12.2023 13:15;09.12.2023 13:30;14.111,25;6.676,75;125,00
09.12.2023 13:30;09.12.2023 13:45;14.052,50;6.601,25;139,00
09.12.2023 13:45;09.12.2023 14:00;13.957,25;6.543,00;173,75
09.12.2023 14:00;09.12.2023 14:15;13.957,75;6.634,25;54,75
09.12.2023 14:15;09.12.2023 14:30;13.808,25;6.448,75;45,50
09.12.2023 14:30;09.12.2023 14:45;13.830,25;6.380,75;40,25
09.12.2023 14:45;09.12.2023 15:00;13.868,75;6.382,50;49,00
09.12.2023 15:00;09.12.2023 15:15;13.946,00;6.524,00;17,25
09.12.2023 15:15;09.12.2023 15:30;14.073,25;6.425,25;16,25
09.12.2023 15:30;09.12.2023 15:45;14.203,75;6.194,50;17,75
09.12.2023 15:45;09.12.2023 16:00;14.245,00;5.969,25;70,75
09.12.2023 16:00;09.12.2023 16:15;14.385,00;5.883,00;63,75
09.12.2023 16:15;09.12.2023 16:30;14.574,25;5.767,00;52,75
09.12.2023 16:30;09.12.2023 16:45;14.723,00;5.614,50;62,00
09.12.2023 16:45;09.12.2023 17:00;14.869,00;5.560,00;68,00
09.12.2023 17:00;09.12.2023 17:15;15.167,25;5.577,00;238,00
09.12.2023 17:15;09.12.2023 17:30;15.262,00;5.524,50;150,25
09.12.2023 17:30;09.12.2023 17:45;15.320,50;5.369,25;190,00
09.12.2023 17:45;09.12.2023 18:00;15.346,50;5.332,50;175,25
09.12.2023 18:00;09.12.2023 18:15;15.323,25;5.348,50;75,75
09.12.2023 18:15;09.12.2023 18:30;15.235,75;5.200,50;117,50
09.12.2023 18:30;09.12.2023 18:45;15.218,50;5.051,50;163,25
09.12.2023 18:45;09.12.2023 19:00;15.221,25;4.915,00;209,75
09.12.2023 19:00;09.12.2023 19:15;15.097,75;4.689,25;25,00
09.12.2023 19:15;09.12.2023 19:30;14.937,75;4.412,50;92,50
09.12.2023 19:30;09.12.2023 19:45;14.872,75;4.304,75;102,25
09.12.2023 19:45;09.12.2023 20:00;14.636,75;4.073,00;176,00
09.12.2023 20:00;09.12.2023 20:15;14.320,00;3.811,25;35,25
09.12.2023 20:15;09.12.2023 20:30;14.114,75;3.680,50;129,00
09.12.2023 20:30;09.12.2023 20:45;13.887,00;3.549,50;137,75
09.12.2023 20:45;09.12.2023 21:00;13.636,50;3.329,00;179,50
09.12.2023 21:00;09.12.2023 21:15;13.507,75;3.226,75;84,75
09.12.2023 21:15;09.12.2023 21:30;13.331,25;3.078,50;111,00
09.12.2023 21:30;09.12.2023 21:45;13.240,00;3.014,25;220,25
09.12.2023 21:45;09.12.2023 22:00;13.124,25;2.984,50;348,25
09.12.2023 22:00;09.12.2023 22:15;13.121,25;3.210,75;237,25
09.12.2023 22:15;09.12.2023 22:30;13.012,25;2.981,00;361,50
09.12.2023 22:30;09.12.2023 22:45;12.807,00;2.674,25;327,25
09.12.2023 22:45;09.12.2023 23:00;12.688,00;2.499,00;439,00
09.12.2023 23:00;09.12.2023 23:15;12.530,50;2.324,50;349,25
09.12.2023 23:15;09.12.2023 23:30;12.425,75;2.157,50;482,25
09.12.2023 23:30;09.12.2023 23:45;12.275,50;1.842,75;672,50
09.12.2023 23:45;10.12.2023 00:00;12.128,50;1.755,25;845,25
10.12.2023 00:00;10.12.2023 00:15;11.961,00;1.641,25;815,00
10.12.2023 00:15;10.12.2023 00:30;11.767,50;1.532,25;1.005,75
10.12.2023 00:30;10.12.2023 00:45;11.658,25;1.473,75;1.126,25
10.12.2023 00:45;10.12.2023 01:00;11.545,25;1.520,50;1.191,75
10.12.2023 01:00;10.12.2023 01:15;11.339,50;1.377,75;1.121,00
10.12.2023 01:15;10.12.2023 01:30;11.235,75;1.392,75;1.155,25
10.12.2023 01:30;10.12.2023 01:45;11.084,50;1.369,75;1.151,25
10.12.2023 01:45;10.12.2023 02:00;10.928,00;1.350,25;1.163,75
10.12.2023 02:00;10.12.2023 02:15;10.853,25;1.113,50;1.159,50
10.12.2023 02:15;10.12.2023 02:30;10.782,75;1.136,75;1.179,25
10.12.2023 02:30;10.12.2023 02:45;10.737,00;1.230,75;1.180,50
10.12.2023 02:45;10.12.2023 03:00;10.688,00;1.281,75;1.181,25
10.12.2023 03:00;10.12.2023 03:15;10.656,00;1.435,75;1.215,75
10.12.2023 03:15;10.12.2023 03:30;10.669,00;1.448,50;1.228,00
10.12.2023 03:30;10.12.2023 03:45;10.659,00;1.502,50;1.195,50
10.12.2023 03:45;10.12.2023 04:00;10.631,50;1.593,50;1.199,00
10.12.2023 04:00;10.12.2023 04:15;10.595,50;1.686,00;1.108,25
10.12.2023 04:15;10.12.2023 04:30;10.568,25;1.648,50;1.117,75
10.12.2023 04:30;10.12.2023 04:45;10.610,00;1.744,00;1.122,00
10.12.2023 04:45;10.12.2023 05:00;10.605,50;1.845,00;1.102,50
10.12.2023 05:00;10.12.2023 05:15;10.685,75;1.963,75;1.122,25
10.12.2023 05:15;10.12.2023 05:30;10.629,50;2.007,75;1.120,25
10.12.2023 05:30;10.12.2023 05:45;10.651,00;2.152,50;1.092,00
10.12.2023 05:45;10.12.2023 06:00;10.641,00;2.183,75;1.061,00
10.12.2023 06:00;10.12.2023 06:15;10.701,25;2.170,00;1.077,75
10.12.2023 06:15;10.12.2023 06:30;10.727,25;2.312,75;1.028,75
10.12.2023 06:30;10.12.2023 06:45;10.786,00;2.433,75;979,50
10.12.2023 06:45;10.12.2023 07:00;10.730,00;2.387,00;881,25
10.12.2023 07:00;10.12.2023 07:15;10.851,25;2.419,00;796,00
10.12.2023 07:15;10.12.2023 07:30;11.027,25;2.474,75;694,75
10.12.2023 07:30;10.12.2023 07:45;11.228,50;2.530,25;630,50
10.12.2023 07:45;10.12.2023 08:00;11.384,00;2.610,75;582,50
10.12.2023 08:00;10.12.2023 08:15;11.610,00;2.846,25;819,00
10.12.2023 08:15;10.12.2023 08:30;11.842,00;2.954,25;676,75
10.12.2023 08:30;10.12.2023 08:45;11.989,50;2.936,50;582,25
10.12.2023 08:45;10.12.2023 09:00;12.160,75;2.960,25;517,00
10.12.2023 09:00;10.12.2023 09:15;12.420,25;3.061,00;359,50
10.12.2023 09:15;10.12.2023 09:30;12.647,00;3.223,25;269,75
10.12.2023 09:30;10.12.2023 09:45;12.800,00;3.263,00;197,25
10.12.2023 09:45;10.12.2023 10:00;12.940,25;3.266,00;181,25
10.12.2023 10:00;10.12.2023 10:15;13.093,00;3.313,25;251,25
10.12.2023 10:15;10.12.2023 10:30;13.217,25;3.257,25;185,50
10.12.2023 10:30;10.12.2023 10:45;13.339,75;3.290,75;177,00
10.12.2023 10:45;10.12.2023 11:00;13.400,00;3.241,00;179,25
10.12.2023 11:00;10.12.2023 11:15;13.585,25;3.227,00;175,00
10.12.2023 11:15;10.12.2023 11:30;13.789,00;3.237,75;139,25
10.12.2023 11:30;10.12.2023 11:45;13.926,50;3.260,00;171,25
10.12.2023 11:45;10.12.2023 12:00;13.961,50;3.281,25;180,00
10.12.2023 12:00;10.12.2023 12:15;13.976,25;3.225,75;313,50
10.12.2023 12:15;10.12.2023 12:30;13.962,00;3.086,25;350,25
10.12.2023 12:30;10.12.2023 12:45;13.892,75;3.000,00;330,25
